BranchC,Build Time,Binary Size
00001,28.6115,4687080
00002,71.506,4635488
00003,33.531499999999994,4636680
00004,39.86,2990584
00005,25.263,1373432
00006,67.209,4527608
00007,30.8705,3779760
00008,28.305,4899584
00009,29.6075,3838136
00010,50.127,2970256
00011,23.473,569576
00012,41.155,3373904
00013,23.401,611888
00014,23.58,4429120
00015,44.975,4115888
00016,23.3495,734264
00017,25.3025,855168
00018,22.972,3779784
00019,44.9745,4119800
00020,29.268,4077992
