BranchC,Build Time,Binary Size
00001,37.9011,1913968
00002,38.2999,1938720
00003,34.5234,2278824
00004,69.785,3047312
00005,37.7813,2442528
00006,65.5264,2845544
00007,21.2287,1601416
00008,20.7061,1657760
00009,65.872,2836352
00010,32.124,1749400
00011,65.4413,2838496
00012,37.5663,1914320
00013,20.5005,1572712
00014,17.8695,1463912
00015,33.7528,2223376
00016,18.5372,1554512
00017,40.4273,2046072
00018,19.0883,1564568
00019,34.9854,2281776
00020,37.652,1914320
